CancerType,WSI-ID,NumNucleiSample,SizeOfNuclei-Average,SizeOfNuclei-Stddev,Note,SegmentationUnacceptableOrNot,VisualAssessmentComment
coad,TCGA-F4-6463-01Z-00-DX1.a3fa6fb4-ce9d-4f0d-b5f7-3c9da7322cd0.svs,648159,270.7663073,384.5500122,small-nuclei,1,Clumps; missing nuclei; part of the image is out-of-focus
coad,TCGA-G4-6628-01Z-00-DX1.d67973d1-9544-47e1-9ecb-e9d8d7f310e6.svs,1380451,279.2723298,302.6138903,small-nuclei,0,
coad,TCGA-DM-A28M-01Z-00-DX1.055b2d62-8a1e-4bdf-a49e-123ad0de657b.svs,640322,279.8456698,272.1593917,small-nuclei,0,Clumps exist to some extend
coad,TCGA-F4-6856-01Z-00-DX1.2872c7b5-b94d-4147-ad90-69f88668135a.svs,839766,283.0131989,388.2356552,small-nuclei,0,Clumps exist to some extend
coad,TCGA-G4-6302-01Z-00-DX1.78bd777d-4b82-44de-9ef1-c4c641364015.svs,638605,283.5578863,378.4950265,small-nuclei,0,Part of the slide is folded
coad,TCGA-D5-6929-01Z-00-DX1.5e555bba-87b2-440c-b6d4-e6fec3f7bf3a.svs,785876,293.2973955,312.7610155,small-nuclei,0,
coad,TCGA-G4-6298-01Z-00-DX1.83055d52-71f7-46ec-be53-11d86b19b4cf.svs,1798838,298.0902244,260.6939913,small-nuclei,0,Clumps exist to some extend
coad,TCGA-DM-A285-01Z-00-DX1.219e2829-8ffd-4b51-adce-cfd48293191b.svs,736321,298.5060374,297.6795458,small-nuclei,0,Missing nuclei to some extend
coad,TCGA-D5-6927-01Z-00-DX1.ff21d627-dbb8-4200-937b-f8be8b86b6d4.svs,485758,306.2830545,303.5639122,small-nuclei,0,
coad,TCGA-G4-6311-01Z-00-DX1.f1b98598-dbd8-4ba5-9ec7-5c93ccc82c81.svs,1158720,306.4566461,291.9263142,small-nuclei,0,
coad,TCGA-D5-6532-01Z-00-DX1.a28f2969-31ae-408f-99f5-5428e183e123.svs,1567876,272.4421542,197.7376028,small-variation,0,
coad,TCGA-D5-6533-01Z-00-DX1.a4b5096e-88cc-4797-b8d5-1a9cf1e74a55.svs,1195338,263.2941662,206.1583233,small-variation,0,
coad,TCGA-CM-4743-01Z-00-DX1.f54a6355-5623-498c-96b9-2ff1de6576c6.svs,2720425,459.1792532,448.0201363,too-many-nuclei,0,Indeed a lof of nuclei
coad,TCGA-CM-4750-01Z-00-DX1.250ea50f-3aae-4fcd-9ba9-25cf2115525f.svs,2527951,579.565503,565.2080306,too-many-nuclei,0,Indeed a lof of nuclei
coad,TCGA-DM-A1DB-01Z-00-DX1.092D3ABD-7DFE-4193-B049-B3C3617706B0.svs,2816458,345.3971534,436.5328357,too-many-nuclei,0,Indeed a lof of nuclei
coad,TCGA-CM-6171-01Z-00-DX1.74d4391e-3dbc-4ad4-b188-3b11ac65e6d8.svs,2384046,519.9136753,537.8496575,too-many-nuclei,0,Indeed a lof of nuclei
coad,TCGA-G4-6304-01Z-00-DX1.cf678a4f-5448-4d6a-a36f-cd1aec4d48a7.svs,2315672,354.6127254,263.408698,too-many-nuclei,0,Indeed a lof of nuclei
gbm,TCGA-06-1086-01Z-00-DX2.e1961f1f-a823-4775-acf7-04a46f05e15e.svs,136,329,495.8502798,few-nuclei,1,image problem
gbm,TCGA-06-1802-01Z-00-DX1.61b4d1f0-cb68-4da1-bf78-daafd5bf445f.svs,7803,377.3507625,229.5621698,few-nuclei,1,missing segmentation; technical problem
gbm,TCGA-14-1401-01Z-00-DX1.fb948ba3-4128-45cc-a22c-160f1a5e227f.svs,0,0,0,few-nuclei,1,image problem
gbm,TCGA-19-1389-01Z-00-DX1.bd925898-9fb1-4c7c-81b6-9b492e956ca1.svs,4760,114.6357143,130.1505288,few-nuclei,1,image problem
gbm,TCGA-06-0130-01Z-00-DX1.0391b65f-4e1d-4444-abb0-e5804606d461.svs,15980,514.1553191,395.9250404,few-nuclei,0,
gbm,TCGA-19-5947-01Z-00-DX1.8f5a42c0-87d5-4c73-9dcb-f054c5a7a96f.svs,1647538,234.7989764,205.9514281,small-nuclei,0,
gbm,TCGA-4W-AA9R-01Z-00-DX1.841135BA-8CAA-4666-A7EA-00FA992D6DFE.svs,135847,203.9021399,163.4625115,small-nuclei,0,
gbm,TCGA-06-0126-01Z-00-DX1.35fbd316-d2a0-421f-a822-07e52ca87d92.svs,19941,176.7843137,169.3626094,small-nuclei,1,image problem
gbm,TCGA-19-1388-01Z-00-DX1.75e1e1f5-87d8-4cd6-ac9b-5341fc72d6ad.svs,8211,134.1428571,254.1971535,small-nuclei,1,image problem
gbm,TCGA-14-0789-01Z-00-DX5.023e0d23-04a2-4a94-b8b8-0b6231cc08f2.svs,20995,254.6672065,145.2322452,small-variation,0,
gbm,TCGA-19-1386-01Z-00-DX1.07c678e9-131c-4548-a70f-bcff22967210.svs,58803,280.1220006,155.3568057,small-variation,1,missing nuclei
gbm,TCGA-19-1791-01Z-00-DX1.8499e6d2-4827-435e-9d52-7f6f9bb29c41.svs,98804,250.7398486,154.7186859,small-variation,0,
gbm,TCGA-27-2523-01Z-00-DX1.5DD91AEC-7050-4DDC-8B59-57006E7B9006.svs,1689443,291.485837,160.2203575,small-variation,0,
gbm,TCGA-19-1788-01Z-00-DX1.99757d26-ef91-46a8-a456-6dea4ff99732.svs,18938,192.4344704,109.0316102,small-variation,0,
gbm,TCGA-19-2620-01Z-00-DX1.b52311cf-5861-4653-9d87-bcc3389874ef.svs,92412,220.1951803,141.4215123,small-variation,0,
gbm,TCGA-12-0778-01Z-00-DX2.a489ed1e-20b7-4dc5-9263-343cbfcbc1b7.svs,655690,504.4430127,863.5772797,huge-variation,1,image problem
gbm,TCGA-12-1094-01Z-00-DX1.A0AD35C5-C87C-4347-A182-F6AF67FDC3CB.svs,424116,551.7818262,816.8580819,huge-variation,0,
gbm,TCGA-12-1089-01Z-00-DX1.E68DFC4E-748F-41E3-BC77-361421A74517.svs,537897,513.1694321,710.8799637,huge-variation,0,
gbm,TCGA-12-1598-01Z-00-DX1.B827CBBB-7FC1-45DC-AC32-BC57009745C7.svs,913699,554.3756861,773.5366305,huge-variation,1,false segmentation; clumps
gbm,TCGA-02-0024-01Z-00-DX1.d4cec60d-e2b6-41d1-92af-2d24f15b03a9.svs,98906,726.52011,575.573839,huge-nuclei,0,
gbm,TCGA-08-0524-01Z-00-DX3.313a243e-9d7a-4359-ad59-34f7cd6700db.svs,395845,750.3500537,730.3815261,huge-nuclei,0,clumps to some extent
gbm,TCGA-14-1829-01Z-00-DX3.a694c100-ecef-41ad-9034-564de2b2a307.svs,207485,710.0243343,688.5740859,huge-nuclei,0,
gbm,TCGA-28-1752-01Z-00-DX1.e24f30ab-133e-4a77-9df7-c136beea14a2.svs,358768,690.1790182,472.5439067,huge-nuclei,0,
gbm,TCGA-14-0871-01Z-00-DX2.90dac59c-0008-4105-80de-48b701eff68f.svs,628014,775.4782632,695.289466,huge-nuclei,0,
gbm,TCGA-14-0871-01Z-00-DX3.e14ebe53-ddeb-41f1-9ff3-b7a635f7e745.svs,898025,929.6744345,890.4613207,huge-nuclei,1,folded tissue
gbm,TCGA-14-1821-01Z-00-DX1.eef79762-89fb-47f5-9f43-1e6a906e5745.svs,180914,919.2418718,809.1341748,huge-nuclei,0,
gbm,TCGA-28-1746-01Z-00-DX1.06f187d2-b5e8-4b37-bb23-a707d0059944.svs,279157,855.5524633,829.5499682,huge-nuclei,1,clumps
gbm,TCGA-02-0451-01Z-00-DX2.02487460-bb28-4750-ac02-f0e92d843aa5.svs,2511767,434.3145833,338.2021993,too-many-nuclei,0,
gbm,TCGA-12-3650-01Z-00-DX2.454C5969-2EAD-4521-9662-11D814257B93.svs,3614251,443.4617997,308.4470225,too-many-nuclei,0,
gbm,TCGA-19-5960-01Z-00-DX1.3376dcf2-9873-445e-83a9-95c5b208efc7.svs,3936248,578.0300418,429.2374794,too-many-nuclei,0,
gbm,TCGA-19-A6J5-01Z-00-DX3.66B63DB8-E2AE-4328-BFAA-96B737CBFDBC.svs,2643942,502.9061572,333.9171984,too-many-nuclei,0,
gbm,TCGA-06-0208-01Z-00-DX4.b377f84e-cc15-428c-8027-df259709bf38.svs,2446946,482.7182398,309.6384031,too-many-nuclei,0,
gbm,TCGA-19-A6J5-01Z-00-DX1.2667B32C-FDF4-4197-BD32-56D6124BD01C.svs,2265114,518.2729695,375.7743733,too-many-nuclei,0,
gbm,TCGA-19-A6J5-01Z-00-DX4.D9D061F9-C4AD-45CB-B065-E6421E40C911.svs,2282471,485.1364859,324.1964849,too-many-nuclei,0,
gbm,TCGA-81-5910-01Z-00-DX1.c823aaad-81c4-4fa6-8aa9-3b447eed912c.svs,2429623,343.0674648,190.0309107,too-many-nuclei,0,
luad,TCGA-44-7661-01Z-00-DX1.baf72abd-edb9-4f56-beb3-f5138aa50930.svs,17,21,0,few-nuclei,1,Image out of focus
luad,TCGA-05-4425-01Z-00-DX1.82B093EE-49BC-4FD9-91AC-4CC89944309D.svs,85,575,905.1057397,few-nuclei,1,Image problem
luad,TCGA-05-5715-01Z-00-DX1.D3F0A1FA-2507-45FF-823F-F9981E62BB4C.svs,935,328.5454545,492.341486,few-nuclei,1,Image problem
luad,TCGA-05-4390-01Z-00-DX1.858E64DF-DD3E-4F43-B7C1-CE35B33F1C90.svs,3026,388.2921348,382.4827881,few-nuclei,1,Image problem
luad,TCGA-05-5428-01Z-00-DX1.8018AD62-F1CE-4BFF-8EFD-3F2D4513FC11.svs,3553,313.6315789,423.6180495,few-nuclei,1,Image problem
luad,TCGA-05-5429-01Z-00-DX1.20729065-FADA-4E43-98D7-AFA5FB4A0447.svs,4386,701.6666667,855.9998717,few-nuclei,1,Image problem
luad,TCGA-05-5423-01Z-00-DX1.CCCF5FDB-ACAD-4D9D-80DF-556F0D6284AF.svs,6154,333.7430939,384.1367128,few-nuclei,1,Image problem
luad,TCGA-05-4410-01Z-00-DX1.E5B66334-4949-4F45-9200-296B1A2F1AD5.svs,9333,366.6302368,452.1020847,few-nuclei,1,Image problem
luad,TCGA-05-4384-01Z-00-DX1.CA68BF29-BBE3-4C8E-B48B-554431A9EE13.svs,9894,493.9467354,573.1613084,few-nuclei,1,Image problem
luad,TCGA-55-8207-01Z-00-DX1.2dafc442-f927-4b0d-b197-cc8c5f86d0fc.svs,10115,365.1260504,265.9224552,few-nuclei,0,
luad,TCGA-55-8505-01Z-00-DX1.D364C30D-BFB8-486B-A0D3-948FF8E90C3E.svs,40460,386.8113445,343.5754931,few-nuclei,0,
luad,TCGA-55-8204-01Z-00-DX1.30ba69f3-53f1-41cc-826c-20dce3cfe86b.svs,43877,341.3215808,546.600663,few-nuclei,0,False segmentation on pigment
luad,TCGA-55-8301-01Z-00-DX1.2A66E0FC-84F2-4DF8-B06E-D7CDD7AA82C7.svs,53193,399.9386385,406.2414194,few-nuclei,0,
luad,TCGA-44-8119-01Z-00-DX1.1EBEBFA7-22DB-4365-9DF8-C4E679C11312.svs,54944,442.5027847,573.5522697,few-nuclei,0,
luad,TCGA-49-AAR9-01Z-00-DX1.B6A9966E-89B8-404B-8ABC-1F8F8553D4DA.svs,61489,258.9073818,240.6036,few-nuclei,1,False segmentations
luad,TCGA-67-4679-01Z-00-DX1.a3d84341-fed7-4235-a053-638ed5294954.svs,69530,379.7696822,612.8012104,few-nuclei,1,Image is out of focus
luad,TCGA-55-7913-01Z-00-DX1.2295fcc5-70b0-412e-a1fd-b5366fce0739.svs,86904,319.1559077,299.0609759,few-nuclei,0,
luad,TCGA-55-8094-01Z-00-DX1.8dc29615-e124-4f17-81a1-c0b20c38d12c.svs,88077,407.4238564,398.2277234,few-nuclei,0,
luad,TCGA-99-7458-01Z-00-DX1.10ea0b2c-c763-40d1-83a4-3d4ae957fdb0.svs,89998,332.0202116,299.9880173,few-nuclei,0,
luad,TCGA-49-4486-01Z-00-DX1.dd193480-2625-4e4d-a3d6-bc6eac9c8f4e.svs,444686,944.7637052,1381.141368,huge-nuclei,1,Image problem; looks like frozen tissue
luad,TCGA-05-4415-01Z-00-DX1.55E0C429-B308-4962-8DA9-41D7D3F7764E.svs,173230,938.2696762,852.6179605,huge-nuclei,0,Indeed large nuclei; even with over mild de-clumping
luad,TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d.svs,164373,900.9672148,873.8701517,huge-nuclei,1,Clumps
luad,TCGA-05-4398-01Z-00-DX1.269bc75f-492e-48b1-87ee-85924aa80e74.svs,518721,826.1844132,765.5151011,huge-nuclei,0,
luad,TCGA-05-4427-01Z-00-DX1.36CF4E93-3FBB-4346-A26B-85F0D9D0575D.svs,549304,823.2229512,707.0833312,huge-nuclei,0,
luad,TCGA-44-A47B-01Z-00-DX1.177D0531-E037-435B-BFD4-382B2150B10D.svs,185249,778.6243003,576.2126965,huge-nuclei,0,
luad,TCGA-05-4426-01Z-00-DX1.4c9da782-f4aa-4c4f-b3aa-fae2259f236f.svs,280262,776.2613126,584.4084711,huge-nuclei,0,
luad,TCGA-05-4402-01Z-00-DX1.c653ddc2-88c1-45ac-88e7-4e512b8e8d53.svs,433942,774.3926585,632.1886147,huge-nuclei,0,
luad,TCGA-05-4245-01Z-00-DX1.36ff5403-d4bb-4415-b2c5-7c750d655cde.svs,105179,762.4824632,744.7341295,huge-nuclei,0,
luad,TCGA-05-4244-01Z-00-DX1.d4ff32cd-38cf-40ea-8213-45c2b100ac01.svs,194123,729.9782818,605.6528596,huge-nuclei,0,
luad,TCGA-05-4418-01Z-00-DX1.f3863ea5-564f-482f-9878-cc104cf69401.svs,407711,712.0544552,567.8108249,huge-nuclei,0,
luad,TCGA-05-4422-01Z-00-DX1.4802093f-71ea-43d5-bd92-b4bd7fc8c5bf.svs,262089,683.8768891,443.478438,huge-nuclei,0,
luad,TCGA-05-4417-01Z-00-DX1.6E534856-996F-4BD9-8AFC-7B1BF627E505.svs,336498,678.6178135,509.673071,huge-nuclei,0,
luad,TCGA-97-7937-01Z-00-DX1.6db4b2ff-722c-4bb8-b12f-15f1a38b4ab1.svs,1304240,673.1765902,613.4958469,huge-nuclei,0,
luad,TCGA-78-7149-01Z-00-DX1.1b83dbcb-0c9f-4e50-bb98-bf9a157052cf.svs,1837496,656.6555584,581.8867518,huge-nuclei,0,
luad,TCGA-95-7567-01Z-00-DX1.982FF122-A440-4949-926C-B58AF8381090.svs,1147551,655.5612936,735.7962513,huge-nuclei,0,False segmentation in folded tissue regions; part of the image is out of focus
luad,TCGA-78-7167-01Z-00-DX1.f79e1a9b-a3eb-4c91-a1fd-7bb58b1620b1.svs,1478167,653.213281,745.7560016,huge-nuclei,0,
luad,TCGA-78-7158-01Z-00-DX1.74db3dcd-2715-4ce7-8e48-30c8b7946ba0.svs,1500760,695.1567626,990.523285,huge-variation,1,Clumps; misses nuclei
luad,TCGA-05-4424-01Z-00-DX1.4892016C-1A96-4A72-ACB8-FFD282FC4E69.svs,166787,874.5521354,907.4649148,huge-variation,1,Over de-clumping; misses large nuclei; false segmentation on dirt
luad,TCGA-49-4510-01Z-00-DX1.0b7c713f-6f72-42c3-967d-7e19a280e761.svs,1317381,643.174119,864.3551994,huge-variation,1,Clumps; looks like a frozen tissue
luad,TCGA-49-AAR4-01Z-00-DX1.EDB32358-AF23-4F81-A99F-15574A2DE28E.svs,419662,481.7520052,798.0903667,huge-variation,1,Clumps; misses nuclei
luad,TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d.svs,1261655,586.5223742,780.6487223,huge-variation,1,Clumps; misses nuclei
luad,TCGA-62-A46U-01Z-00-DX1.5129535F-8B6A-4647-8A88-3EE125642874.svs,1139034,528.6763231,776.954151,huge-variation,1,Image problem
luad,TCGA-50-6590-01Z-00-DX1.B08B2656-3DC7-4D35-A54D-9C57A7A773B3.svs,898093,542.2431998,755.2882084,huge-variation,1,Image problem
luad,TCGA-49-4488-01Z-00-DX9.bf1e9d28-3ca2-4a62-bf3e-3e735c6a2885.svs,1256130,590.9014481,752.9308027,huge-variation,1,Clumps; misses nuclei
luad,TCGA-62-A470-01Z-00-DX1.3983A979-E756-413C-941A-C8B83AD3BBA7.svs,1041386,619.5511443,746.7767767,huge-variation,1,Image problem
luad,TCGA-NJ-A4YP-01Z-00-DX1.148BFF66-4DC7-468C-8783-97F27C2E1245.svs,1249687,473.5803621,722.8423539,huge-variation,1,Clumps
luad,TCGA-75-6207-01Z-00-DX1.837B7B0F-424C-423B-9045-A905E7C1C54C.svs,355300,618.9174163,705.6627652,huge-variation,1,Image problem
luad,TCGA-49-4506-01Z-00-DX2.81e180ae-bd9f-49cc-9a0f-297800cc7280.svs,2078046,509.0634336,695.2640225,huge-variation,0,False segmentation exist in some extend
luad,TCGA-05-5420-01Z-00-DX1.8C253A99-44FD-48B6-AF31-D808CCB7DB1E.svs,5678,167.3083832,309.45152,small-nuclei,1,Image problem
luad,TCGA-55-6712-01Z-00-DX1.8cd4b879-294e-4da0-8636-704f61b510dc.svs,79866,190.8171562,270.4331357,small-nuclei,1,Image problem
luad,TCGA-05-5425-01Z-00-DX1.85865B2F-4888-43DD-A501-458BEFCF832B.svs,9843,227.4196891,303.5995653,small-nuclei,1,Image problem
luad,TCGA-86-8671-01Z-00-DX1.1fd0019c-df9d-48cc-9055-8de57759f273.svs,264537,233.2295482,151.3221528,small-nuclei,0,
luad,TCGA-64-1677-01Z-00-DX1.7720D42B-1F57-4C23-9BC5-87C456E7737B.svs,676396,236.7687494,187.6763561,small-nuclei,0,
luad,TCGA-64-5774-01Z-00-DX1.5E3B95EB-BF45-4687-BCF7-AA2A41AA806C.svs,411757,236.8417076,187.7599326,small-nuclei,0,
luad,TCGA-86-8674-01Z-00-DX1.9fcaae4e-4062-45ab-a49d-7dba43040919.svs,1052198,240.7689921,190.2170037,small-nuclei,0,
luad,TCGA-64-1678-01Z-00-DX1.92C851BD-37AC-4C4C-9920-DF394411CC2C.svs,199104,243.3216359,188.142826,small-nuclei,0,
luad,TCGA-99-8028-01Z-00-DX1.23de89b1-67f8-41fb-980a-010ea190d687.svs,227987,247.0710611,192.3043768,small-nuclei,0,
luad,TCGA-86-8673-01Z-00-DX1.21191041-c10e-4166-ad00-1243656feaa7.svs,1977134,250.7160582,260.8972734,small-nuclei,0,False segmentation in pigment
luad,TCGA-86-A456-01Z-00-DX1.5C7CBF9B-0AE3-4776-9434-296AA0C605CC.svs,985626,268.493532,319.3251989,small-nuclei,0,
luad,TCGA-38-7271-01Z-00-DX1.8e6fb858-a434-462e-9404-205ea43c2c6c.svs,254167,268.5079259,222.8136292,small-nuclei,0,
luad,TCGA-55-6968-01Z-00-DX1.810e0fee-99ab-465b-8ae9-fb416e4dca3c.svs,961809,268.7893844,200.019327,small-nuclei,0,
luad,TCGA-55-6987-01Z-00-DX1.0c52b721-2209-4818-af8f-b22d37e6e81e.svs,124950,272.9873469,236.1836631,small-nuclei,0,
luad,TCGA-99-8033-01Z-00-DX1.06f8ca81-c0a7-4ab5-b2fe-d5fc6671e29d.svs,256819,278.2706692,215.2563743,small-nuclei,0,
luad,TCGA-64-5781-01Z-00-DX1.81474D4D-6B48-473F-BAA9-ABD75C9223C3.svs,714068,278.352895,227.0380932,small-nuclei,0,
luad,TCGA-67-3773-01Z-00-DX1.3E9DFC22-E962-4C18-BF5B-27EBEA089F5D.svs,427669,242.1935445,147.9651314,small-variation,0,
luad,TCGA-99-AA5R-01Z-00-DX1.4DE7FC30-D338-49CE-B8D9-EB0F34A3DD0B.svs,494326,231.9458697,148.7807701,small-variation,0,
luad,TCGA-64-1681-01Z-00-DX1.fb0244f6-51a8-4da2-b45c-38d8e02edab7.svs,273802,250.4666584,187.5146351,small-variation,0,
luad,TCGA-MP-A4T9-01Z-00-DX1.F7B341C4-EBCD-455F-BE90-3B77AC6B76EC.svs,1750626,245.7425858,187.3528518,small-variation,0,
luad,TCGA-49-6745-01Z-00-DX4.48b4bbb5-4214-4bfb-91e8-bddfa2f03c92.svs,3268352,426.7535786,405.4564568,too-many-nuclei,0,Indeed a lof of nuclei
luad,TCGA-78-7536-01Z-00-DX1.6b066140-8b82-40a5-bd48-430eeb4463fe.svs,3474120,442.1878205,311.3844717,too-many-nuclei,0,Indeed a lof of nuclei
luad,TCGA-NJ-A4YF-01Z-00-DX1.4A3DE76A-9F1E-4766-A013-5E7E3A665071.svs,3268216,506.996078,528.3221387,too-many-nuclei,0,Indeed a lof of nuclei; but there are over de-clumping to some extend
luad,TCGA-49-6745-01Z-00-DX1.6bf8a38c-5e3a-4b32-8870-03bc06c0db80.svs,3162017,479.4510567,507.1306236,too-many-nuclei,0,
luad,TCGA-73-4676-01Z-00-DX1.4d781bbc-a45e-4f9d-b6b6-2265282dff99.svs,3075130,429.1508099,363.0356695,too-many-nuclei,0,
luad,TCGA-J2-8192-01Z-00-DX1.A784F381-7906-480F-99A1-0B88005953A0.svs,2994465,455.0945982,367.5347623,too-many-nuclei,0,
lusc,TCGA-98-8022-01Z-00-DX1.870ca00a-d779-4948-80b2-0f19d0f36b16.svs,38539,228.237318,317.8073453,few-nuclei,1,Image is out of focus
lusc,TCGA-63-A5MH-01Z-00-DX1.596077FF-9CE1-4EA7-9BB6-222C69872CA4.svs,39525,749.612043,950.1542087,few-nuclei,1,Coordinates are wrong; part of the image is out of focus
lusc,TCGA-56-5898-01Z-00-DX1.d539fc8b-ae31-4820-8c2e-5cf587958eb3.svs,62220,315.942623,327.1449529,few-nuclei,0,
lusc,TCGA-56-8628-01Z-00-DX1.AAC57164-E0F9-4DF0-87EA-5C50FB201895.svs,66793,288.6416391,204.0340722,few-nuclei,1,Coordinates are wrong
lusc,TCGA-56-8082-01Z-00-DX1.f0056ce7-58cf-4fc7-b249-ddeadeafafb3.svs,67813,411.2837804,475.4281855,few-nuclei,0,Fase segmentation on pigment
lusc,TCGA-56-A4ZJ-01Z-00-DX1.6BB25D9D-75E7-4B44-8560-8A3C3EC9F118.svs,76942,363.8552806,372.0036344,few-nuclei,0,Fase segmentation on pigment
lusc,TCGA-56-1622-01Z-00-DX1.d4178664-1e21-452f-9dbf-1b23467ddabc.svs,94894,413.1825511,429.6789568,few-nuclei,0,
lusc,TCGA-56-8083-01Z-00-DX1.140c8d5b-f660-4fef-b8da-6bb2c119c021.svs,120768,370.7737894,319.0832429,few-nuclei,0,Fase segmentation on pigment
lusc,TCGA-66-2800-01Z-00-DX1.19a7cec8-8894-4755-aa2c-ae5266800355.svs,126565,465.6652787,412.0413618,few-nuclei,0,
lusc,TCGA-56-A5DR-01Z-00-DX1.F8F196F2-9380-490E-9D77-ABAC1E58BC5C.svs,132974,439.7340834,328.7042876,few-nuclei,0,
lusc,TCGA-56-8201-01Z-00-DX1.883903fb-d70d-4c72-be76-6788b1bc3b35.svs,141083,360.8627545,312.2770167,few-nuclei,0,
lusc,TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f.svs,146302,644.6071346,460.4946919,few-nuclei,0,
lusc,TCGA-94-7943-01Z-00-DX1.361fc645-89ae-4934-8c27-12907bc2a9ee.svs,146438,407.8269097,400.377885,few-nuclei,0,
lusc,TCGA-21-1079-01Z-00-DX1.fb8e44cd-f73f-48a4-82d2-34f334d79f53.svs,146897,396.0552019,636.5413807,few-nuclei,0,Clumps in folded tissue regions
lusc,TCGA-56-7221-01Z-00-DX1.f897f1ee-2796-4183-9312-f47871383327.svs,147594,427.0610458,347.4900962,few-nuclei,0,
lusc,TCGA-56-8504-01Z-00-DX1.032AF45F-89C3-4265-8287-A455780DA887.svs,163948,452.4563459,369.9283135,few-nuclei,0,
lusc,TCGA-21-1076-01Z-00-DX1.533ca070-93e0-4d49-8770-8f42f341ca38.svs,165325,305.4709512,344.4238674,few-nuclei,0,
lusc,TCGA-21-1077-01Z-00-DX1.e7d0d3ca-b24c-4b2b-bb8f-13cc6991fb78.svs,167280,363.3667683,427.2779899,few-nuclei,0,
lusc,TCGA-63-A5MB-01Z-00-DX1.BA2648E1-4683-4992-A00C-96179C51A002.svs,1024998,674.4934985,619.9790395,huge-nuclei,0,
lusc,TCGA-66-2754-01Z-00-DX1.3cd19122-06f3-420e-9c3f-362225ff49eb.svs,181883,678.2456304,694.2193249,huge-nuclei,0,Part of the image is out of focus
lusc,TCGA-66-2756-01Z-00-DX1.e6bda67d-2647-4751-9c16-b711933a1d6c.svs,547485,676.5125602,548.1404374,huge-nuclei,0,Over declumping
lusc,TCGA-94-A4VJ-01Z-00-DX1.FBC6E75E-80D8-42EA-9292-181EC4D5D170.svs,913716,675.2265387,691.4661157,huge-nuclei,0,False segmentation in folded tissue regions
lusc,TCGA-33-4533-01Z-00-DX3.5d3d54fc-2bee-4a9e-b9cd-d3ed84b55ef0.svs,1460266,611.9534099,630.6473356,huge-nuclei,0,Mising nuclei to some extend
lusc,TCGA-43-2581-01Z-00-DX1.0d1203cf-9ac9-49a2-8bd0-063ceae7b1d3.svs,376057,613.6764161,497.8590999,huge-nuclei,0,
lusc,TCGA-43-A474-01Z-00-DX1.9BCC325D-875A-4285-85E9-2EA550A10949.svs,315418,627.3099601,530.0382115,huge-nuclei,0,
lusc,TCGA-56-A4BX-01Z-00-DX1.60E64193-473C-4220-9E38-0F5D952BD157.svs,227409,634.4278986,430.7744308,huge-nuclei,0,
lusc,TCGA-63-A5MP-01Z-00-DX1.BBA62567-2E99-4AE4-83DB-DCF044F21C5E.svs,971516,661.5587072,499.2845533,huge-nuclei,0,
lusc,TCGA-63-A5MW-01Z-00-DX1.DEDF1D36-BBFA-4B25-BE54-262025F9F571.svs,467466,658.3584261,486.6497519,huge-nuclei,0,
lusc,TCGA-66-2737-01Z-00-DX1.3c508c22-fadc-4b05-ada4-b447b21e098c.svs,464797,668.1936652,551.9499736,huge-nuclei,0,
lusc,TCGA-66-2769-01Z-00-DX1.101b6493-a7b3-42cf-ae2f-a90948f3fb8f.svs,245667,620.2316795,482.3367449,huge-nuclei,0,
lusc,TCGA-66-2777-01Z-00-DX1.78b3c4b0-e7e5-427b-b4d7-3ca9c5b7bbd6.svs,352529,630.442253,578.395905,huge-nuclei,0,
lusc,TCGA-66-2793-01Z-00-DX1.133bc2be-1407-422c-a356-2477f1020c50.svs,727719,651.1822599,498.07171,huge-nuclei,0,
lusc,TCGA-90-A4ED-01Z-00-DX1.4F9CF7EC-D7CC-4AF6-A9C2-6BA7A02A9F84.svs,275213,648.7005374,602.6170701,huge-nuclei,0,
lusc,TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C.svs,1642999,617.3726241,414.8843622,huge-nuclei,0,
lusc,TCGA-21-1082-01Z-00-DX1.cae5bbaa-76f5-416d-b532-16cf773e017e.svs,292978,475.0385865,848.9898031,huge-variation,1,False segmentation in folded tissue regions; part of the image is out of focus
lusc,TCGA-21-1083-01Z-00-DX1.8288ca92-b611-4acf-986e-0b8a3f620b94.svs,277576,432.6291034,773.4659509,huge-variation,1,False segmentation in folded tissue regions; tissue is sparse
lusc,TCGA-51-4081-01Z-00-DX1.5971d87d-5181-4c7a-91ea-2dfad1bc5fca.svs,440589,600.2504534,700.1258365,huge-variation,0,
lusc,TCGA-NK-A7XE-01Z-00-DX1.47D9E488-0BB8-4611-A6BA-A6ABC32FA4C9.svs,477105,439.8909674,744.8844355,huge-variation,1,False segmentation in folded tissue regions; tissue is sparse
lusc,TCGA-33-4587-01Z-00-DX1.494cbe5e-e2b9-4d02-8ab7-afb9539addbe.svs,932722,588.7911822,671.196554,huge-variation,1,Image extremely dark; nuclei are closed to each other
lusc,TCGA-33-6738-01Z-00-DX3.26deb8f3-f138-45e4-9765-f713030746e8.svs,861084,481.2488352,604.9640171,huge-variation,0,
